TEAM_ABBREVIATION,TEAM_NAME,GAME_DATE,is_home,PTS,OPP_PTS,OPP_TEAM_NAME,_season
LAC,LA Clippers,2025-04-30,False,115,131,Denver Nuggets,2025-26
HOU,Houston Rockets,2025-04-30,True,131,116,Golden State Warriors,2025-26
GS,Golden State Warriors,2025-04-30,False,116,131,Houston Rockets,2025-26
LAL,Los Angeles Lakers,2025-05-01,True,96,103,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-05-01,False,103,96,Los Angeles Lakers,2025-26
DET,Detroit Pistons,2025-05-01,True,113,116,New York Knicks,2025-26
NY,New York Knicks,2025-05-01,False,116,113,Detroit Pistons,2025-26
LAC,LA Clippers,2025-05-02,True,111,105,Denver Nuggets,2025-26
DEN,Denver Nuggets,2025-05-02,False,105,111,LA Clippers,2025-26
GS,Golden State Warriors,2025-05-03,True,107,115,Houston Rockets,2025-26
HOU,Houston Rockets,2025-05-03,False,115,107,Golden State Warriors,2025-26
DEN,Denver Nuggets,2025-05-03,True,120,101,LA Clippers,2025-26
LAC,LA Clippers,2025-05-03,False,101,120,Denver Nuggets,2025-26
CLE,Cleveland Cavaliers,2025-05-04,True,112,121,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-05-04,False,121,112,Cleveland Cavaliers,2025-26
HOU,Houston Rockets,2025-05-05,True,89,103,Golden State Warriors,2025-26
GS,Golden State Warriors,2025-05-05,False,103,89,Houston Rockets,2025-26
BOS,Boston Celtics,2025-05-05,True,105,108,New York Knicks,2025-26
NY,New York Knicks,2025-05-05,False,108,105,Boston Celtics,2025-26
OKC,Oklahoma City Thunder,2025-05-06,True,119,121,Denver Nuggets,2025-26
DEN,Denver Nuggets,2025-05-06,False,121,119,Oklahoma City Thunder,2025-26
CLE,Cleveland Cavaliers,2025-05-06,True,119,120,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-05-06,False,120,119,Cleveland Cavaliers,2025-26
MIN,Minnesota Timberwolves,2025-05-07,True,88,99,Golden State Warriors,2025-26
GS,Golden State Warriors,2025-05-07,False,99,88,Minnesota Timberwolves,2025-26
BOS,Boston Celtics,2025-05-07,True,90,91,New York Knicks,2025-26
NY,New York Knicks,2025-05-07,False,91,90,Boston Celtics,2025-26
OKC,Oklahoma City Thunder,2025-05-08,True,149,106,Denver Nuggets,2025-26
DEN,Denver Nuggets,2025-05-08,False,106,149,Oklahoma City Thunder,2025-26
MIN,Minnesota Timberwolves,2025-05-09,True,117,93,Golden State Warriors,2025-26
GS,Golden State Warriors,2025-05-09,False,93,117,Minnesota Timberwolves,2025-26
IND,Indiana Pacers,2025-05-09,True,104,126,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2025-05-09,False,126,104,Indiana Pacers,2025-26
DEN,Denver Nuggets,2025-05-10,True,113,104,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-05-10,False,104,113,Denver Nuggets,2025-26
NY,New York Knicks,2025-05-10,True,93,115,Boston Celtics,2025-26
BOS,Boston Celtics,2025-05-10,False,115,93,New York Knicks,2025-26
GS,Golden State Warriors,2025-05-11,True,97,102,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-05-11,False,102,97,Golden State Warriors,2025-26
DEN,Denver Nuggets,2025-05-11,True,87,92,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-05-11,False,92,87,Denver Nuggets,2025-26
IND,Indiana Pacers,2025-05-12,True,129,109,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2025-05-12,False,109,129,Indiana Pacers,2025-26
NY,New York Knicks,2025-05-12,True,121,113,Boston Celtics,2025-26
BOS,Boston Celtics,2025-05-12,False,113,121,New York Knicks,2025-26
GS,Golden State Warriors,2025-05-13,True,110,117,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-05-13,False,117,110,Golden State Warriors,2025-26
CLE,Cleveland Cavaliers,2025-05-13,True,105,114,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-05-13,False,114,105,Cleveland Cavaliers,2025-26
OKC,Oklahoma City Thunder,2025-05-14,True,112,105,Denver Nuggets,2025-26
DEN,Denver Nuggets,2025-05-14,False,105,112,Oklahoma City Thunder,2025-26
BOS,Boston Celtics,2025-05-14,True,127,102,New York Knicks,2025-26
NY,New York Knicks,2025-05-14,False,102,127,Boston Celtics,2025-26
MIN,Minnesota Timberwolves,2025-05-15,True,121,110,Golden State Warriors,2025-26
GS,Golden State Warriors,2025-05-15,False,110,121,Minnesota Timberwolves,2025-26
DEN,Denver Nuggets,2025-05-16,True,119,107,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-05-16,False,107,119,Denver Nuggets,2025-26
NY,New York Knicks,2025-05-17,True,119,81,Boston Celtics,2025-26
BOS,Boston Celtics,2025-05-17,False,81,119,New York Knicks,2025-26
OKC,Oklahoma City Thunder,2025-05-18,True,125,93,Denver Nuggets,2025-26
DEN,Denver Nuggets,2025-05-18,False,93,125,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-05-21,True,114,88,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-05-21,False,88,114,Oklahoma City Thunder,2025-26
NY,New York Knicks,2025-05-22,True,135,138,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-05-22,False,138,135,New York Knicks,2025-26
OKC,Oklahoma City Thunder,2025-05-23,True,118,103,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-05-23,False,103,118,Oklahoma City Thunder,2025-26
NY,New York Knicks,2025-05-24,True,109,114,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-05-24,False,114,109,New York Knicks,2025-26
MIN,Minnesota Timberwolves,2025-05-25,True,143,101,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-05-25,False,101,143,Minnesota Timberwolves,2025-26
IND,Indiana Pacers,2025-05-26,True,100,106,New York Knicks,2025-26
NY,New York Knicks,2025-05-26,False,106,100,Indiana Pacers,2025-26
MIN,Minnesota Timberwolves,2025-05-27,True,126,128,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-05-27,False,128,126,Minnesota Timberwolves,2025-26
IND,Indiana Pacers,2025-05-28,True,130,121,New York Knicks,2025-26
NY,New York Knicks,2025-05-28,False,121,130,Indiana Pacers,2025-26
OKC,Oklahoma City Thunder,2025-05-29,True,124,94,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-05-29,False,94,124,Oklahoma City Thunder,2025-26
NY,New York Knicks,2025-05-30,True,111,94,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-05-30,False,94,111,New York Knicks,2025-26
IND,Indiana Pacers,2025-06-01,True,125,108,New York Knicks,2025-26
NY,New York Knicks,2025-06-01,False,108,125,Indiana Pacers,2025-26
OKC,Oklahoma City Thunder,2025-06-06,True,110,111,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-06-06,False,111,110,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-06-09,True,123,107,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-06-09,False,107,123,Oklahoma City Thunder,2025-26
IND,Indiana Pacers,2025-06-12,True,116,107,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-06-12,False,107,116,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-06-14,True,104,111,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-06-14,False,111,104,Indiana Pacers,2025-26
OKC,Oklahoma City Thunder,2025-06-17,True,120,109,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-06-17,False,109,120,Oklahoma City Thunder,2025-26
IND,Indiana Pacers,2025-06-20,True,108,91,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-06-20,False,91,108,Indiana Pacers,2025-26
OKC,Oklahoma City Thunder,2025-06-23,True,103,91,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-06-23,False,91,103,Oklahoma City Thunder,2025-26
NY,New York Knicks,2025-10-02,True,99,84,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2025-10-02,False,84,99,New York Knicks,2025-26
NO,New Orleans Pelicans,2025-10-03,True,107,97,Melbourne United,2025-26
MEL,Melbourne United,2025-10-03,False,97,107,New Orleans Pelicans,2025-26
LAL,Los Angeles Lakers,2025-10-04,True,81,103,Phoenix Suns,2025-26
PHX,Phoenix Suns,2025-10-04,False,103,81,Los Angeles Lakers,2025-26
PHI,Philadelphia 76ers,2025-10-04,True,104,113,New York Knicks,2025-26
NY,New York Knicks,2025-10-04,False,113,104,Philadelphia 76ers,2025-26
BKN,Brooklyn Nets,2025-10-05,True,123,88,Hapoel Jerusalem,2025-26
HAPOEL,Hapoel Jerusalem,2025-10-05,False,88,123,Brooklyn Nets,2025-26
MIA,Miami Heat,2025-10-05,True,118,126,Orlando Magic,2025-26
ORL,Orlando Magic,2025-10-05,False,126,118,Miami Heat,2025-26
DEN,Denver Nuggets,2025-10-05,True,116,126,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-10-05,False,126,116,Denver Nuggets,2025-26
CHA,Charlotte Hornets,2025-10-05,True,114,135,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-10-05,False,135,114,Charlotte Hornets,2025-26
GS,Golden State Warriors,2025-10-06,True,111,103,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2025-10-06,False,103,111,Golden State Warriors,2025-26
MIA,Miami Heat,2025-10-06,True,93,103,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2025-10-06,False,103,93,Miami Heat,2025-26
HOU,Houston Rockets,2025-10-07,True,122,113,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2025-10-07,False,113,122,Houston Rockets,2025-26
MEM,Memphis Grizzlies,2025-10-07,True,112,128,Detroit Pistons,2025-26
DET,Detroit Pistons,2025-10-07,False,128,112,Memphis Grizzlies,2025-26
SA,San Antonio Spurs,2025-10-07,True,119,88,Guangzhou Loong-Lions,2025-26
GUANGZHOU,Guangzhou Loong-Lions,2025-10-07,False,88,119,San Antonio Spurs,2025-26
DAL,Dallas Mavericks,2025-10-07,True,106,89,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-10-07,False,89,106,Dallas Mavericks,2025-26
TOR,Toronto Raptors,2025-10-07,True,108,112,Denver Nuggets,2025-26
DEN,Denver Nuggets,2025-10-07,False,112,108,Toronto Raptors,2025-26
CLE,Cleveland Cavaliers,2025-10-07,True,117,118,Chicago Bulls,2025-26
CHI,Chicago Bulls,2025-10-07,False,118,117,Cleveland Cavaliers,2025-26
MIN,Minnesota Timberwolves,2025-10-08,True,134,135,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-10-08,False,135,134,Minnesota Timberwolves,2025-26
MIA,Miami Heat,2025-10-08,True,107,112,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2025-10-08,False,112,107,Miami Heat,2025-26
HOU,Houston Rockets,2025-10-09,True,140,127,Utah Jazz,2025-26
UTAH,Utah Jazz,2025-10-09,False,127,140,Houston Rockets,2025-26
MEM,Memphis Grizzlies,2025-10-09,True,103,121,Boston Celtics,2025-26
BOS,Boston Celtics,2025-10-09,False,121,103,Memphis Grizzlies,2025-26
GS,Golden State Warriors,2025-10-09,True,129,123,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2025-10-09,False,123,129,Golden State Warriors,2025-26
SAC,Sacramento Kings,2025-10-09,True,122,130,Toronto Raptors,2025-26
TOR,Toronto Raptors,2025-10-09,False,130,122,Sacramento Kings,2025-26
NY,New York Knicks,2025-10-09,True,100,95,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-10-09,False,95,100,New York Knicks,2025-26
CHI,Chicago Bulls,2025-10-10,True,119,112,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2025-10-10,False,112,119,Chicago Bulls,2025-26
MIL,Milwaukee Bucks,2025-10-10,True,117,111,Detroit Pistons,2025-26
DET,Detroit Pistons,2025-10-10,False,111,117,Milwaukee Bucks,2025-26
OKC,Oklahoma City Thunder,2025-10-10,True,122,116,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2025-10-10,False,116,122,Oklahoma City Thunder,2025-26
LAC,LA Clippers,2025-10-10,True,142,95,Guangzhou Loong-Lions,2025-26
GUANGZHOU,Guangzhou Loong-Lions,2025-10-10,False,95,142,LA Clippers,2025-26
BKN,Brooklyn Nets,2025-10-10,True,127,132,Phoenix Suns,2025-26
PHX,Phoenix Suns,2025-10-10,False,132,127,Brooklyn Nets,2025-26
TOR,Toronto Raptors,2025-10-10,True,107,105,Boston Celtics,2025-26
BOS,Boston Celtics,2025-10-10,False,105,107,Toronto Raptors,2025-26
PHI,Philadelphia 76ers,2025-10-10,True,98,128,Orlando Magic,2025-26
ORL,Orlando Magic,2025-10-10,False,128,98,Philadelphia 76ers,2025-26
SA,San Antonio Spurs,2025-10-11,True,134,130,Utah Jazz,2025-26
UTAH,Utah Jazz,2025-10-11,False,130,134,San Antonio Spurs,2025-26
POR,Portland Trail Blazers,2025-10-11,True,124,123,Sacramento Kings,2025-26
SAC,Sacramento Kings,2025-10-11,False,123,124,Portland Trail Blazers,2025-26
IND,Indiana Pacers,2025-10-11,True,116,101,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-10-11,False,101,116,Indiana Pacers,2025-26
MEM,Memphis Grizzlies,2025-10-12,True,116,122,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2025-10-12,False,122,116,Memphis Grizzlies,2025-26
DAL,Dallas Mavericks,2025-10-12,True,116,120,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2025-10-12,False,120,116,Dallas Mavericks,2025-26
PHX,Phoenix Suns,2025-10-12,True,109,111,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2025-10-12,False,111,109,Phoenix Suns,2025-26
WSH,Washington Wizards,2025-10-12,True,112,113,Toronto Raptors,2025-26
TOR,Toronto Raptors,2025-10-12,False,113,112,Washington Wizards,2025-26
ORL,Orlando Magic,2025-10-12,True,120,104,Miami Heat,2025-26
MIA,Miami Heat,2025-10-12,False,104,120,Orlando Magic,2025-26
BOS,Boston Celtics,2025-10-12,True,138,107,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2025-10-12,False,107,138,Boston Celtics,2025-26
CHI,Chicago Bulls,2025-10-12,True,121,127,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2025-10-12,False,127,121,Chicago Bulls,2025-26
LAC,LA Clippers,2025-10-13,True,94,102,Denver Nuggets,2025-26
DEN,Denver Nuggets,2025-10-13,False,102,94,LA Clippers,2025-26
LAL,Los Angeles Lakers,2025-10-13,True,126,116,Golden State Warriors,2025-26
GS,Golden State Warriors,2025-10-13,False,116,126,Los Angeles Lakers,2025-26
ATL,Atlanta Hawks,2025-10-13,True,119,118,Miami Heat,2025-26
MIA,Miami Heat,2025-10-13,False,118,119,Atlanta Hawks,2025-26
IND,Indiana Pacers,2025-10-13,True,108,124,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2025-10-13,False,124,108,Indiana Pacers,2025-26
NY,New York Knicks,2025-10-13,True,103,120,Washington Wizards,2025-26
WSH,Washington Wizards,2025-10-13,False,120,103,New York Knicks,2025-26
MIN,Minnesota Timberwolves,2025-10-14,True,134,74,Guangzhou Loong-Lions,2025-26
GUANGZHOU,Guangzhou Loong-Lions,2025-10-14,False,74,134,Minnesota Timberwolves,2025-26
UTAH,Utah Jazz,2025-10-14,True,101,114,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2025-10-14,False,114,101,Utah Jazz,2025-26
CLE,Cleveland Cavaliers,2025-10-14,True,118,100,Detroit Pistons,2025-26
DET,Detroit Pistons,2025-10-14,False,100,118,Cleveland Cavaliers,2025-26
NO,New Orleans Pelicans,2025-10-15,True,128,130,Houston Rockets,2025-26
HOU,Houston Rockets,2025-10-15,False,130,128,New Orleans Pelicans,2025-26
MIL,Milwaukee Bucks,2025-10-15,True,112,116,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-10-15,False,116,112,Milwaukee Bucks,2025-26
DEN,Denver Nuggets,2025-10-15,True,124,117,Chicago Bulls,2025-26
CHI,Chicago Bulls,2025-10-15,False,117,124,Denver Nuggets,2025-26
POR,Portland Trail Blazers,2025-10-15,True,111,118,Golden State Warriors,2025-26
GS,Golden State Warriors,2025-10-15,False,118,111,Portland Trail Blazers,2025-26
PHX,Phoenix Suns,2025-10-15,True,113,104,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2025-10-15,False,104,113,Phoenix Suns,2025-26
CHA,Charlotte Hornets,2025-10-15,True,145,116,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2025-10-15,False,116,145,Charlotte Hornets,2025-26
BOS,Boston Celtics,2025-10-15,True,110,108,Toronto Raptors,2025-26
TOR,Toronto Raptors,2025-10-15,False,108,110,Boston Celtics,2025-26
SAC,Sacramento Kings,2025-10-16,True,91,109,LA Clippers,2025-26
LAC,LA Clippers,2025-10-16,False,109,91,Sacramento Kings,2025-26
LAL,Los Angeles Lakers,2025-10-16,True,94,121,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2025-10-16,False,121,94,Los Angeles Lakers,2025-26
ORL,Orlando Magic,2025-10-16,True,132,125,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2025-10-16,False,125,132,Orlando Magic,2025-26
DET,Detroit Pistons,2025-10-16,True,119,98,Washington Wizards,2025-26
WSH,Washington Wizards,2025-10-16,False,98,119,Detroit Pistons,2025-26
ATL,Atlanta Hawks,2025-10-16,True,115,133,Houston Rockets,2025-26
HOU,Houston Rockets,2025-10-16,False,133,115,Atlanta Hawks,2025-26
CHI,Chicago Bulls,2025-10-17,True,126,120,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-10-17,False,120,126,Chicago Bulls,2025-26
UTAH,Utah Jazz,2025-10-17,True,132,129,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2025-10-17,False,129,132,Utah Jazz,2025-26
TOR,Toronto Raptors,2025-10-17,True,119,114,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2025-10-17,False,114,119,Toronto Raptors,2025-26
PHI,Philadelphia 76ers,2025-10-17,True,126,110,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-10-17,False,110,126,Philadelphia 76ers,2025-26
NY,New York Knicks,2025-10-17,True,113,108,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2025-10-17,False,108,113,New York Knicks,2025-26
MIA,Miami Heat,2025-10-18,True,125,141,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2025-10-18,False,141,125,Miami Heat,2025-26
OKC,Oklahoma City Thunder,2025-10-18,True,94,91,Denver Nuggets,2025-26
DEN,Denver Nuggets,2025-10-18,False,91,94,Oklahoma City Thunder,2025-26
SA,San Antonio Spurs,2025-10-18,True,133,104,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-10-18,False,104,133,San Antonio Spurs,2025-26
GS,Golden State Warriors,2025-10-18,True,103,106,LA Clippers,2025-26
LAC,LA Clippers,2025-10-18,False,106,103,Golden State Warriors,2025-26
LAL,Los Angeles Lakers,2025-10-18,True,116,117,Sacramento Kings,2025-26
SAC,Sacramento Kings,2025-10-18,False,117,116,Los Angeles Lakers,2025-26
OKC,Oklahoma City Thunder,2025-10-21,True,125,124,Houston Rockets,2025-26
HOU,Houston Rockets,2025-10-21,False,124,125,Oklahoma City Thunder,2025-26
LAL,Los Angeles Lakers,2025-10-22,True,109,119,Golden State Warriors,2025-26
GS,Golden State Warriors,2025-10-22,False,119,109,Los Angeles Lakers,2025-26
NY,New York Knicks,2025-10-22,True,119,111,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2025-10-22,False,111,119,New York Knicks,2025-26
CHA,Charlotte Hornets,2025-10-22,True,136,117,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2025-10-22,False,117,136,Charlotte Hornets,2025-26
ORL,Orlando Magic,2025-10-22,True,125,121,Miami Heat,2025-26
MIA,Miami Heat,2025-10-22,False,121,125,Orlando Magic,2025-26
ATL,Atlanta Hawks,2025-10-22,True,118,138,Toronto Raptors,2025-26
TOR,Toronto Raptors,2025-10-22,False,138,118,Atlanta Hawks,2025-26
BOS,Boston Celtics,2025-10-22,True,116,117,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2025-10-22,False,117,116,Boston Celtics,2025-26
CHI,Chicago Bulls,2025-10-23,True,115,111,Detroit Pistons,2025-26
DET,Detroit Pistons,2025-10-23,False,111,115,Chicago Bulls,2025-26
MEM,Memphis Grizzlies,2025-10-23,True,128,122,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2025-10-23,False,122,128,Memphis Grizzlies,2025-26
MIL,Milwaukee Bucks,2025-10-23,True,133,120,Washington Wizards,2025-26
WSH,Washington Wizards,2025-10-23,False,120,133,Milwaukee Bucks,2025-26
UTAH,Utah Jazz,2025-10-23,True,129,108,LA Clippers,2025-26
LAC,LA Clippers,2025-10-23,False,108,129,Utah Jazz,2025-26
DAL,Dallas Mavericks,2025-10-23,True,92,125,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2025-10-23,False,125,92,Dallas Mavericks,2025-26
PHX,Phoenix Suns,2025-10-23,True,120,116,Sacramento Kings,2025-26
SAC,Sacramento Kings,2025-10-23,False,116,120,Phoenix Suns,2025-26
POR,Portland Trail Blazers,2025-10-23,True,114,118,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-10-23,False,118,114,Portland Trail Blazers,2025-26
IND,Indiana Pacers,2025-10-23,True,135,141,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-10-23,False,141,135,Indiana Pacers,2025-26
GS,Golden State Warriors,2025-10-24,True,137,131,Denver Nuggets,2025-26
DEN,Denver Nuggets,2025-10-24,False,131,137,Golden State Warriors,2025-26
TOR,Toronto Raptors,2025-10-24,True,116,122,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2025-10-24,False,122,116,Toronto Raptors,2025-26
ORL,Orlando Magic,2025-10-24,True,107,111,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2025-10-24,False,111,107,Orlando Magic,2025-26
BKN,Brooklyn Nets,2025-10-24,True,124,131,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2025-10-24,False,131,124,Brooklyn Nets,2025-26
NY,New York Knicks,2025-10-24,True,105,95,Boston Celtics,2025-26
BOS,Boston Celtics,2025-10-24,False,95,105,New York Knicks,2025-26
HOU,Houston Rockets,2025-10-25,True,111,115,Detroit Pistons,2025-26
DET,Detroit Pistons,2025-10-25,False,115,111,Houston Rockets,2025-26
MEM,Memphis Grizzlies,2025-10-25,True,114,146,Miami Heat,2025-26
MIA,Miami Heat,2025-10-25,False,146,114,Memphis Grizzlies,2025-26
NO,New Orleans Pelicans,2025-10-25,True,116,120,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2025-10-25,False,120,116,New Orleans Pelicans,2025-26
DAL,Dallas Mavericks,2025-10-25,True,107,117,Washington Wizards,2025-26
WSH,Washington Wizards,2025-10-25,False,117,107,Dallas Mavericks,2025-26
LAL,Los Angeles Lakers,2025-10-25,True,128,110,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2025-10-25,False,110,128,Los Angeles Lakers,2025-26
POR,Portland Trail Blazers,2025-10-25,True,139,119,Golden State Warriors,2025-26
GS,Golden State Warriors,2025-10-25,False,119,139,Portland Trail Blazers,2025-26
SAC,Sacramento Kings,2025-10-25,True,105,104,Utah Jazz,2025-26
UTAH,Utah Jazz,2025-10-25,False,104,105,Sacramento Kings,2025-26
LAC,LA Clippers,2025-10-25,True,129,102,Phoenix Suns,2025-26
PHX,Phoenix Suns,2025-10-25,False,102,129,LA Clippers,2025-26
ORL,Orlando Magic,2025-10-25,True,98,110,Chicago Bulls,2025-26
CHI,Chicago Bulls,2025-10-25,False,110,98,Orlando Magic,2025-26
ATL,Atlanta Hawks,2025-10-25,True,100,117,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-10-25,False,117,100,Atlanta Hawks,2025-26
PHI,Philadelphia 76ers,2025-10-25,True,125,121,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2025-10-25,False,121,125,Philadelphia 76ers,2025-26
MEM,Memphis Grizzlies,2025-10-26,True,128,103,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-10-26,False,103,128,Memphis Grizzlies,2025-26
DEN,Denver Nuggets,2025-10-26,True,133,111,Phoenix Suns,2025-26
PHX,Phoenix Suns,2025-10-26,False,111,133,Denver Nuggets,2025-26
SA,San Antonio Spurs,2025-10-26,True,118,107,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2025-10-26,False,107,118,San Antonio Spurs,2025-26
DET,Detroit Pistons,2025-10-26,True,119,113,Boston Celtics,2025-26
BOS,Boston Celtics,2025-10-26,False,113,119,Detroit Pistons,2025-26
CLE,Cleveland Cavaliers,2025-10-26,True,118,113,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2025-10-26,False,113,118,Cleveland Cavaliers,2025-26
MIA,Miami Heat,2025-10-26,True,115,107,New York Knicks,2025-26
NY,New York Knicks,2025-10-26,False,107,115,Miami Heat,2025-26
WSH,Washington Wizards,2025-10-26,True,113,139,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2025-10-26,False,139,113,Washington Wizards,2025-26
MIN,Minnesota Timberwolves,2025-10-26,True,114,110,Indiana Pacers,2025-26
IND,Indiana Pacers,2025-10-26,False,110,114,Minnesota Timberwolves,2025-26
DAL,Dallas Mavericks,2025-10-26,True,139,129,Toronto Raptors,2025-26
TOR,Toronto Raptors,2025-10-26,False,129,139,Dallas Mavericks,2025-26
LAC,LA Clippers,2025-10-27,True,114,107,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2025-10-27,False,107,114,LA Clippers,2025-26
SAC,Sacramento Kings,2025-10-27,True,120,127,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2025-10-27,False,127,120,Sacramento Kings,2025-26
DET,Detroit Pistons,2025-10-27,True,95,116,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2025-10-27,False,116,95,Detroit Pistons,2025-26
PHI,Philadelphia 76ers,2025-10-27,True,136,124,Orlando Magic,2025-26
ORL,Orlando Magic,2025-10-27,False,124,136,Philadelphia 76ers,2025-26
CHI,Chicago Bulls,2025-10-28,True,128,123,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2025-10-28,False,123,128,Chicago Bulls,2025-26
HOU,Houston Rockets,2025-10-28,True,137,109,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2025-10-28,False,109,137,Houston Rockets,2025-26
NO,New Orleans Pelicans,2025-10-28,True,90,122,Boston Celtics,2025-26
BOS,Boston Celtics,2025-10-28,False,122,90,New Orleans Pelicans,2025-26
SA,San Antonio Spurs,2025-10-28,True,121,103,Toronto Raptors,2025-26
TOR,Toronto Raptors,2025-10-28,False,103,121,San Antonio Spurs,2025-26
DAL,Dallas Mavericks,2025-10-28,True,94,101,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2025-10-28,False,101,94,Dallas Mavericks,2025-26
UTAH,Utah Jazz,2025-10-28,True,138,134,Phoenix Suns,2025-26
PHX,Phoenix Suns,2025-10-28,False,134,138,Utah Jazz,2025-26
MIN,Minnesota Timberwolves,2025-10-28,True,114,127,Denver Nuggets,2025-26
DEN,Denver Nuggets,2025-10-28,False,127,114,Minnesota Timberwolves,2025-26
