TEAM_ABBREVIATION,TEAM_NAME,GAME_DATE,is_home,PTS,OPP_PTS,OPP_TEAM_NAME,_season
DEN,Denver Nuggets,2024-10-04,True,103,107,Boston Celtics,2025-26
BOS,Boston Celtics,2024-10-04,False,107,103,Denver Nuggets,2025-26
UTAH,Utah Jazz,2024-10-05,True,116,87,New Zealand Breakers,2025-26
NZL,New Zealand Breakers,2024-10-05,False,87,116,Utah Jazz,2025-26
LAL,Los Angeles Lakers,2024-10-05,True,107,124,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2024-10-05,False,124,107,Los Angeles Lakers,2025-26
LAC,LA Clippers,2024-10-05,True,90,91,Golden State Warriors,2025-26
GS,Golden State Warriors,2024-10-05,False,91,90,LA Clippers,2025-26
BOS,Boston Celtics,2024-10-06,True,130,104,Denver Nuggets,2025-26
DEN,Denver Nuggets,2024-10-06,False,104,130,Boston Celtics,2025-26
CHA,Charlotte Hornets,2024-10-06,True,109,111,New York Knicks,2025-26
NY,New York Knicks,2024-10-06,False,111,109,Charlotte Hornets,2025-26
TOR,Toronto Raptors,2024-10-06,True,125,98,Washington Wizards,2025-26
WSH,Washington Wizards,2024-10-06,False,98,125,Toronto Raptors,2025-26
DET,Detroit Pistons,2024-10-07,True,120,87,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2024-10-07,False,87,120,Detroit Pistons,2025-26
LAL,Los Angeles Lakers,2024-10-07,True,114,118,Phoenix Suns,2025-26
PHX,Phoenix Suns,2024-10-07,False,118,114,Los Angeles Lakers,2025-26
NO,New Orleans Pelicans,2024-10-07,True,106,104,Orlando Magic,2025-26
ORL,Orlando Magic,2024-10-07,False,104,106,New Orleans Pelicans,2025-26
PHI,Philadelphia 76ers,2024-10-07,True,139,84,New Zealand Breakers,2025-26
NZL,New Zealand Breakers,2024-10-07,False,84,139,Philadelphia 76ers,2025-26
DAL,Dallas Mavericks,2024-10-08,True,116,121,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2024-10-08,False,121,116,Dallas Mavericks,2025-26
SA,San Antonio Spurs,2024-10-08,True,107,112,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2024-10-08,False,112,107,San Antonio Spurs,2025-26
UTAH,Utah Jazz,2024-10-08,True,122,113,Houston Rockets,2025-26
HOU,Houston Rockets,2024-10-08,False,113,122,Utah Jazz,2025-26
CHA,Charlotte Hornets,2024-10-08,True,111,108,Miami Heat,2025-26
MIA,Miami Heat,2024-10-08,False,108,111,Charlotte Hornets,2025-26
CLE,Cleveland Cavaliers,2024-10-08,True,112,116,Chicago Bulls,2025-26
CHI,Chicago Bulls,2024-10-08,False,116,112,Cleveland Cavaliers,2025-26
DET,Detroit Pistons,2024-10-08,True,97,105,Phoenix Suns,2025-26
PHX,Phoenix Suns,2024-10-08,False,105,97,Detroit Pistons,2025-26
ATL,Atlanta Hawks,2024-10-08,True,131,130,Indiana Pacers,2025-26
IND,Indiana Pacers,2024-10-08,False,130,131,Atlanta Hawks,2025-26
LAC,LA Clippers,2024-10-09,True,115,106,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2024-10-09,False,106,115,LA Clippers,2025-26
NY,New York Knicks,2024-10-09,True,117,94,Washington Wizards,2025-26
WSH,Washington Wizards,2024-10-09,False,94,117,New York Knicks,2025-26
OKC,Oklahoma City Thunder,2024-10-10,True,113,122,Houston Rockets,2025-26
HOU,Houston Rockets,2024-10-10,False,122,113,Oklahoma City Thunder,2025-26
SA,San Antonio Spurs,2024-10-10,True,107,97,Orlando Magic,2025-26
ORL,Orlando Magic,2024-10-10,False,97,107,San Antonio Spurs,2025-26
SAC,Sacramento Kings,2024-10-10,True,112,122,Golden State Warriors,2025-26
GS,Golden State Warriors,2024-10-10,False,122,112,Sacramento Kings,2025-26
CLE,Cleveland Cavaliers,2024-10-10,True,117,129,Indiana Pacers,2025-26
IND,Indiana Pacers,2024-10-10,False,129,117,Cleveland Cavaliers,2025-26
DAL,Dallas Mavericks,2024-10-11,True,102,107,Utah Jazz,2025-26
UTAH,Utah Jazz,2024-10-11,False,107,102,Dallas Mavericks,2025-26
MEM,Memphis Grizzlies,2024-10-11,True,94,119,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2024-10-11,False,119,94,Memphis Grizzlies,2025-26
MIL,Milwaukee Bucks,2024-10-11,True,102,107,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2024-10-11,False,107,102,Milwaukee Bucks,2025-26
OKC,Oklahoma City Thunder,2024-10-11,True,117,89,New Zealand Breakers,2025-26
NZL,New Zealand Breakers,2024-10-11,False,89,117,Oklahoma City Thunder,2025-26
WSH,Washington Wizards,2024-10-11,True,113,95,Toronto Raptors,2025-26
TOR,Toronto Raptors,2024-10-11,False,95,113,Washington Wizards,2025-26
MIN,Minnesota Timberwolves,2024-10-11,True,121,111,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2024-10-11,False,111,121,Minnesota Timberwolves,2025-26
GS,Golden State Warriors,2024-10-12,True,109,106,Sacramento Kings,2025-26
SAC,Sacramento Kings,2024-10-12,False,106,109,Golden State Warriors,2025-26
PHX,Phoenix Suns,2024-10-12,True,91,109,Detroit Pistons,2025-26
DET,Detroit Pistons,2024-10-12,False,109,91,Phoenix Suns,2025-26
LAC,LA Clippers,2024-10-12,True,101,99,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2024-10-12,False,99,101,LA Clippers,2025-26
BOS,Boston Celtics,2024-10-13,True,139,89,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2024-10-13,False,89,139,Boston Celtics,2025-26
CHI,Chicago Bulls,2024-10-13,True,121,124,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2024-10-13,False,124,121,Chicago Bulls,2025-26
SA,San Antonio Spurs,2024-10-13,True,126,120,Utah Jazz,2025-26
UTAH,Utah Jazz,2024-10-13,False,120,126,San Antonio Spurs,2025-26
MIA,Miami Heat,2024-10-13,True,101,99,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2024-10-13,False,99,101,Miami Heat,2025-26
NY,New York Knicks,2024-10-13,True,115,110,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2024-10-13,False,110,115,New York Knicks,2025-26
SAC,Sacramento Kings,2024-10-13,True,85,105,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2024-10-13,False,105,85,Sacramento Kings,2025-26
BOS,Boston Celtics,2024-10-13,True,115,111,Toronto Raptors,2025-26
TOR,Toronto Raptors,2024-10-13,False,111,115,Boston Celtics,2025-26
DEN,Denver Nuggets,2024-10-14,True,114,118,Phoenix Suns,2025-26
PHX,Phoenix Suns,2024-10-14,False,118,114,Denver Nuggets,2025-26
GS,Golden State Warriors,2024-10-14,True,111,93,Detroit Pistons,2025-26
DET,Detroit Pistons,2024-10-14,False,93,111,Golden State Warriors,2025-26
IND,Indiana Pacers,2024-10-14,True,116,120,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2024-10-14,False,120,116,Indiana Pacers,2025-26
ATL,Atlanta Hawks,2024-10-14,True,89,104,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2024-10-14,False,104,89,Atlanta Hawks,2025-26
BKN,Brooklyn Nets,2024-10-14,True,131,92,Washington Wizards,2025-26
WSH,Washington Wizards,2024-10-14,False,92,131,Brooklyn Nets,2025-26
MIL,Milwaukee Bucks,2024-10-15,True,111,107,Chicago Bulls,2025-26
CHI,Chicago Bulls,2024-10-15,False,107,111,Milwaukee Bucks,2025-26
LAC,LA Clippers,2024-10-15,True,110,96,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2024-10-15,False,96,110,LA Clippers,2025-26
TOR,Toronto Raptors,2024-10-15,True,119,118,Boston Celtics,2025-26
BOS,Boston Celtics,2024-10-15,False,118,119,Toronto Raptors,2025-26
MIA,Miami Heat,2024-10-15,True,120,117,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2024-10-15,False,117,120,Miami Heat,2025-26
NY,New York Knicks,2024-10-15,True,111,105,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2024-10-15,False,105,111,New York Knicks,2025-26
HOU,Houston Rockets,2024-10-16,True,118,98,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2024-10-16,False,98,118,Houston Rockets,2025-26
DEN,Denver Nuggets,2024-10-16,True,94,124,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2024-10-16,False,124,94,Denver Nuggets,2025-26
UTAH,Utah Jazz,2024-10-16,True,117,114,Sacramento Kings,2025-26
SAC,Sacramento Kings,2024-10-16,False,114,117,Utah Jazz,2025-26
LAL,Los Angeles Lakers,2024-10-16,True,97,111,Golden State Warriors,2025-26
GS,Golden State Warriors,2024-10-16,False,111,97,Los Angeles Lakers,2025-26
DET,Detroit Pistons,2024-10-16,True,108,92,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2024-10-16,False,92,108,Detroit Pistons,2025-26
PHI,Philadelphia 76ers,2024-10-16,True,117,95,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2024-10-16,False,95,117,Philadelphia 76ers,2025-26
MIA,Miami Heat,2024-10-16,True,120,111,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2024-10-16,False,111,120,Miami Heat,2025-26
CHI,Chicago Bulls,2024-10-17,True,125,123,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2024-10-17,False,123,125,Chicago Bulls,2025-26
IND,Indiana Pacers,2024-10-17,True,121,116,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2024-10-17,False,116,121,Indiana Pacers,2025-26
DAL,Dallas Mavericks,2024-10-17,True,109,84,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2024-10-17,False,84,109,Dallas Mavericks,2025-26
HOU,Houston Rockets,2024-10-18,True,129,107,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2024-10-18,False,107,129,Houston Rockets,2025-26
OKC,Oklahoma City Thunder,2024-10-18,True,104,99,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2024-10-18,False,99,104,Oklahoma City Thunder,2025-26
MIN,Minnesota Timberwolves,2024-10-18,True,126,132,Denver Nuggets,2025-26
DEN,Denver Nuggets,2024-10-18,False,132,126,Minnesota Timberwolves,2025-26
PHX,Phoenix Suns,2024-10-18,True,122,128,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2024-10-18,False,128,122,Phoenix Suns,2025-26
LAC,LA Clippers,2024-10-18,True,113,91,Sacramento Kings,2025-26
SAC,Sacramento Kings,2024-10-18,False,91,113,LA Clippers,2025-26
ORL,Orlando Magic,2024-10-18,True,114,99,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2024-10-18,False,99,114,Orlando Magic,2025-26
WSH,Washington Wizards,2024-10-18,True,118,117,New York Knicks,2025-26
NY,New York Knicks,2024-10-18,False,117,118,Washington Wizards,2025-26
BKN,Brooklyn Nets,2024-10-18,True,112,116,Toronto Raptors,2025-26
TOR,Toronto Raptors,2024-10-18,False,116,112,Brooklyn Nets,2025-26
CHI,Chicago Bulls,2024-10-19,True,139,137,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2024-10-19,False,137,139,Chicago Bulls,2025-26
MEM,Memphis Grizzlies,2024-10-19,True,109,114,Miami Heat,2025-26
MIA,Miami Heat,2024-10-19,False,114,109,Memphis Grizzlies,2025-26
POR,Portland Trail Blazers,2024-10-19,True,124,86,Utah Jazz,2025-26
UTAH,Utah Jazz,2024-10-19,False,86,124,Portland Trail Blazers,2025-26
GS,Golden State Warriors,2024-10-19,True,132,74,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2024-10-19,False,74,132,Golden State Warriors,2025-26
BOS,Boston Celtics,2024-10-22,True,132,109,New York Knicks,2025-26
NY,New York Knicks,2024-10-22,False,109,132,Boston Celtics,2025-26
LAL,Los Angeles Lakers,2024-10-23,True,110,103,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2024-10-23,False,103,110,Los Angeles Lakers,2025-26
DET,Detroit Pistons,2024-10-23,True,109,115,Indiana Pacers,2025-26
IND,Indiana Pacers,2024-10-23,False,115,109,Detroit Pistons,2025-26
ATL,Atlanta Hawks,2024-10-23,True,120,116,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2024-10-23,False,116,120,Atlanta Hawks,2025-26
MIA,Miami Heat,2024-10-23,True,97,116,Orlando Magic,2025-26
ORL,Orlando Magic,2024-10-23,False,116,97,Miami Heat,2025-26
PHI,Philadelphia 76ers,2024-10-23,True,109,124,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2024-10-23,False,124,109,Philadelphia 76ers,2025-26
TOR,Toronto Raptors,2024-10-23,True,106,136,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2024-10-23,False,136,106,Toronto Raptors,2025-26
HOU,Houston Rockets,2024-10-24,True,105,110,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2024-10-24,False,110,105,Houston Rockets,2025-26
NO,New Orleans Pelicans,2024-10-24,True,123,111,Chicago Bulls,2025-26
CHI,Chicago Bulls,2024-10-24,False,111,123,New Orleans Pelicans,2025-26
UTAH,Utah Jazz,2024-10-24,True,124,126,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2024-10-24,False,126,124,Utah Jazz,2025-26
LAC,LA Clippers,2024-10-24,True,113,116,Phoenix Suns,2025-26
PHX,Phoenix Suns,2024-10-24,False,116,113,LA Clippers,2025-26
POR,Portland Trail Blazers,2024-10-24,True,104,140,Golden State Warriors,2025-26
GS,Golden State Warriors,2024-10-24,False,140,104,Portland Trail Blazers,2025-26
WSH,Washington Wizards,2024-10-24,True,102,122,Boston Celtics,2025-26
BOS,Boston Celtics,2024-10-24,False,122,102,Washington Wizards,2025-26
DAL,Dallas Mavericks,2024-10-24,True,120,109,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2024-10-24,False,109,120,Dallas Mavericks,2025-26
DEN,Denver Nuggets,2024-10-25,True,87,102,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2024-10-25,False,102,87,Denver Nuggets,2025-26
SAC,Sacramento Kings,2024-10-25,True,115,117,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2024-10-25,False,117,115,Sacramento Kings,2025-26
ORL,Orlando Magic,2024-10-25,True,116,101,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2024-10-25,False,101,116,Orlando Magic,2025-26
TOR,Toronto Raptors,2024-10-25,True,115,107,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2024-10-25,False,107,115,Toronto Raptors,2025-26
ATL,Atlanta Hawks,2024-10-25,True,125,120,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2024-10-25,False,120,125,Atlanta Hawks,2025-26
CLE,Cleveland Cavaliers,2024-10-25,True,113,101,Detroit Pistons,2025-26
DET,Detroit Pistons,2024-10-25,False,101,113,Cleveland Cavaliers,2025-26
NY,New York Knicks,2024-10-25,True,123,98,Indiana Pacers,2025-26
IND,Indiana Pacers,2024-10-25,False,98,123,New York Knicks,2025-26
HOU,Houston Rockets,2024-10-26,True,128,108,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2024-10-26,False,108,128,Houston Rockets,2025-26
MIL,Milwaukee Bucks,2024-10-26,True,122,133,Chicago Bulls,2025-26
CHI,Chicago Bulls,2024-10-26,False,133,122,Milwaukee Bucks,2025-26
UTAH,Utah Jazz,2024-10-26,True,86,127,Golden State Warriors,2025-26
GS,Golden State Warriors,2024-10-26,False,127,86,Utah Jazz,2025-26
LAL,Los Angeles Lakers,2024-10-26,True,123,116,Phoenix Suns,2025-26
PHX,Phoenix Suns,2024-10-26,False,116,123,Los Angeles Lakers,2025-26
POR,Portland Trail Blazers,2024-10-26,True,103,105,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2024-10-26,False,105,103,Portland Trail Blazers,2025-26
DEN,Denver Nuggets,2024-10-26,True,104,109,LA Clippers,2025-26
LAC,LA Clippers,2024-10-26,False,109,104,Denver Nuggets,2025-26
CHA,Charlotte Hornets,2024-10-26,True,106,114,Miami Heat,2025-26
MIA,Miami Heat,2024-10-26,False,114,106,Charlotte Hornets,2025-26
DET,Detroit Pistons,2024-10-26,True,118,124,Boston Celtics,2025-26
BOS,Boston Celtics,2024-10-26,False,124,118,Detroit Pistons,2025-26
WSH,Washington Wizards,2024-10-26,True,116,135,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2024-10-26,False,135,116,Washington Wizards,2025-26
CHI,Chicago Bulls,2024-10-27,True,95,114,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2024-10-27,False,114,95,Chicago Bulls,2025-26
MEM,Memphis Grizzlies,2024-10-27,True,124,111,Orlando Magic,2025-26
ORL,Orlando Magic,2024-10-27,False,111,124,Memphis Grizzlies,2025-26
MIN,Minnesota Timberwolves,2024-10-27,True,112,101,Toronto Raptors,2025-26
TOR,Toronto Raptors,2024-10-27,False,101,112,Minnesota Timberwolves,2025-26
SA,San Antonio Spurs,2024-10-27,True,109,106,Houston Rockets,2025-26
HOU,Houston Rockets,2024-10-27,False,106,109,San Antonio Spurs,2025-26
PHX,Phoenix Suns,2024-10-27,True,114,102,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2024-10-27,False,102,114,Phoenix Suns,2025-26
LAL,Los Angeles Lakers,2024-10-27,True,131,127,Sacramento Kings,2025-26
SAC,Sacramento Kings,2024-10-27,False,127,131,Los Angeles Lakers,2025-26
IND,Indiana Pacers,2024-10-27,True,114,118,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2024-10-27,False,118,114,Indiana Pacers,2025-26
BKN,Brooklyn Nets,2024-10-27,True,115,102,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2024-10-27,False,102,115,Brooklyn Nets,2025-26
POR,Portland Trail Blazers,2024-10-27,True,125,103,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2024-10-27,False,103,125,Portland Trail Blazers,2025-26
OKC,Oklahoma City Thunder,2024-10-27,True,128,104,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2024-10-27,False,104,128,Oklahoma City Thunder,2025-26
GS,Golden State Warriors,2024-10-28,True,104,112,LA Clippers,2025-26
LAC,LA Clippers,2024-10-28,False,112,104,Golden State Warriors,2025-26
ORL,Orlando Magic,2024-10-28,True,119,115,Indiana Pacers,2025-26
IND,Indiana Pacers,2024-10-28,False,115,119,Orlando Magic,2025-26
ATL,Atlanta Hawks,2024-10-28,True,119,121,Washington Wizards,2025-26
WSH,Washington Wizards,2024-10-28,False,121,119,Atlanta Hawks,2025-26
BOS,Boston Celtics,2024-10-28,True,119,108,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2024-10-28,False,108,119,Boston Celtics,2025-26
MIA,Miami Heat,2024-10-28,True,106,98,Detroit Pistons,2025-26
DET,Detroit Pistons,2024-10-28,False,98,106,Miami Heat,2025-26
NY,New York Knicks,2024-10-28,True,104,110,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2024-10-28,False,110,104,New York Knicks,2025-26
TOR,Toronto Raptors,2024-10-28,True,125,127,Denver Nuggets,2025-26
DEN,Denver Nuggets,2024-10-28,False,127,125,Toronto Raptors,2025-26
MEM,Memphis Grizzlies,2024-10-29,True,123,126,Chicago Bulls,2025-26
CHI,Chicago Bulls,2024-10-29,False,126,123,Memphis Grizzlies,2025-26
SA,San Antonio Spurs,2024-10-29,True,101,106,Houston Rockets,2025-26
HOU,Houston Rockets,2024-10-29,False,106,101,San Antonio Spurs,2025-26
DAL,Dallas Mavericks,2024-10-29,True,110,102,Utah Jazz,2025-26
UTAH,Utah Jazz,2024-10-29,False,102,110,Dallas Mavericks,2025-26
PHX,Phoenix Suns,2024-10-29,True,109,105,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2024-10-29,False,105,109,Phoenix Suns,2025-26
SAC,Sacramento Kings,2024-10-29,True,111,98,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2024-10-29,False,98,111,Sacramento Kings,2025-26
BKN,Brooklyn Nets,2024-10-29,True,139,144,Denver Nuggets,2025-26
DEN,Denver Nuggets,2024-10-29,False,144,139,Brooklyn Nets,2025-26
MIN,Minnesota Timberwolves,2024-10-29,True,114,120,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2024-10-29,False,120,114,Minnesota Timberwolves,2025-26
UTAH,Utah Jazz,2024-10-30,True,96,113,Sacramento Kings,2025-26
SAC,Sacramento Kings,2024-10-30,False,113,96,Utah Jazz,2025-26
GS,Golden State Warriors,2024-10-30,True,124,106,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2024-10-30,False,106,124,Golden State Warriors,2025-26
CHA,Charlotte Hornets,2024-10-30,True,138,133,Toronto Raptors,2025-26
TOR,Toronto Raptors,2024-10-30,False,133,138,Charlotte Hornets,2025-26
CLE,Cleveland Cavaliers,2024-10-30,True,134,110,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2024-10-30,False,110,134,Cleveland Cavaliers,2025-26
IND,Indiana Pacers,2024-10-30,True,135,132,Boston Celtics,2025-26
BOS,Boston Celtics,2024-10-30,False,132,135,Indiana Pacers,2025-26
PHI,Philadelphia 76ers,2024-10-30,True,95,105,Detroit Pistons,2025-26
DET,Detroit Pistons,2024-10-30,False,105,95,Philadelphia 76ers,2025-26
WSH,Washington Wizards,2024-10-30,True,133,120,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2024-10-30,False,120,133,Washington Wizards,2025-26
MIA,Miami Heat,2024-10-30,True,107,116,New York Knicks,2025-26
NY,New York Knicks,2024-10-30,False,116,107,Miami Heat,2025-26
CHI,Chicago Bulls,2024-10-31,True,102,99,Orlando Magic,2025-26
ORL,Orlando Magic,2024-10-31,False,99,102,Chicago Bulls,2025-26
MEM,Memphis Grizzlies,2024-10-31,True,106,119,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2024-10-31,False,119,106,Memphis Grizzlies,2025-26
OKC,Oklahoma City Thunder,2024-10-31,True,105,93,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2024-10-31,False,93,105,Oklahoma City Thunder,2025-26
GS,Golden State Warriors,2024-10-31,True,104,89,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2024-10-31,False,89,104,Golden State Warriors,2025-26
LAC,LA Clippers,2024-10-31,True,105,106,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2024-10-31,False,106,105,LA Clippers,2025-26
MEM,Memphis Grizzlies,2024-11-01,True,122,99,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2024-11-01,False,99,122,Memphis Grizzlies,2025-26
DAL,Dallas Mavericks,2024-11-01,True,102,108,Houston Rockets,2025-26
HOU,Houston Rockets,2024-11-01,False,108,102,Dallas Mavericks,2025-26
UTAH,Utah Jazz,2024-11-01,True,88,106,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2024-11-01,False,106,88,Utah Jazz,2025-26
LAC,LA Clippers,2024-11-01,True,119,125,Phoenix Suns,2025-26
PHX,Phoenix Suns,2024-11-01,False,125,119,LA Clippers,2025-26
CHA,Charlotte Hornets,2024-11-01,True,109,124,Boston Celtics,2025-26
BOS,Boston Celtics,2024-11-01,False,124,109,Charlotte Hornets,2025-26
CLE,Cleveland Cavaliers,2024-11-01,True,120,109,Orlando Magic,2025-26
ORL,Orlando Magic,2024-11-01,False,109,120,Cleveland Cavaliers,2025-26
DET,Detroit Pistons,2024-11-01,True,98,128,New York Knicks,2025-26
NY,New York Knicks,2024-11-01,False,128,98,Detroit Pistons,2025-26
ATL,Atlanta Hawks,2024-11-01,True,115,123,Sacramento Kings,2025-26
SAC,Sacramento Kings,2024-11-01,False,123,115,Atlanta Hawks,2025-26
BKN,Brooklyn Nets,2024-11-01,True,120,112,Chicago Bulls,2025-26
CHI,Chicago Bulls,2024-11-01,False,112,120,Brooklyn Nets,2025-26
TOR,Toronto Raptors,2024-11-01,True,125,131,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2024-11-01,False,131,125,Toronto Raptors,2025-26
NO,New Orleans Pelicans,2024-11-02,True,125,118,Indiana Pacers,2025-26
IND,Indiana Pacers,2024-11-02,False,118,125,New Orleans Pelicans,2025-26
MIN,Minnesota Timberwolves,2024-11-02,True,119,116,Denver Nuggets,2025-26
DEN,Denver Nuggets,2024-11-02,False,116,119,Minnesota Timberwolves,2025-26
POR,Portland Trail Blazers,2024-11-02,True,114,137,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2024-11-02,False,137,114,Portland Trail Blazers,2025-26
CHA,Charlotte Hornets,2024-11-02,True,103,113,Boston Celtics,2025-26
BOS,Boston Celtics,2024-11-02,False,113,103,Charlotte Hornets,2025-26
PHI,Philadelphia 76ers,2024-11-02,True,107,124,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2024-11-02,False,124,107,Philadelphia 76ers,2025-26
TOR,Toronto Raptors,2024-11-02,True,131,128,Sacramento Kings,2025-26
SAC,Sacramento Kings,2024-11-02,False,128,131,Toronto Raptors,2025-26
HOU,Houston Rockets,2024-11-03,True,121,127,Golden State Warriors,2025-26
GS,Golden State Warriors,2024-11-03,False,127,121,Houston Rockets,2025-26
MIL,Milwaukee Bucks,2024-11-03,True,113,114,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2024-11-03,False,114,113,Milwaukee Bucks,2025-26
SA,San Antonio Spurs,2024-11-03,True,113,103,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2024-11-03,False,103,113,San Antonio Spurs,2025-26
WSH,Washington Wizards,2024-11-03,True,98,118,Miami Heat,2025-26
MIA,Miami Heat,2024-11-03,False,118,98,Washington Wizards,2025-26
DEN,Denver Nuggets,2024-11-03,True,129,103,Utah Jazz,2025-26
UTAH,Utah Jazz,2024-11-03,False,103,129,Denver Nuggets,2025-26
PHX,Phoenix Suns,2024-11-03,True,103,97,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2024-11-03,False,97,103,Phoenix Suns,2025-26
LAC,LA Clippers,2024-11-03,True,92,105,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2024-11-03,False,105,92,LA Clippers,2025-26
BKN,Brooklyn Nets,2024-11-03,True,92,106,Detroit Pistons,2025-26
DET,Detroit Pistons,2024-11-03,False,106,92,Brooklyn Nets,2025-26
NO,New Orleans Pelicans,2024-11-04,True,111,126,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2024-11-04,False,126,111,New Orleans Pelicans,2025-26
DAL,Dallas Mavericks,2024-11-04,True,108,85,Orlando Magic,2025-26
ORL,Orlando Magic,2024-11-04,False,85,108,Dallas Mavericks,2025-26
CLE,Cleveland Cavaliers,2024-11-05,True,116,114,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2024-11-05,False,114,116,Cleveland Cavaliers,2025-26
WSH,Washington Wizards,2024-11-05,True,112,125,Golden State Warriors,2025-26
GS,Golden State Warriors,2024-11-05,False,125,112,Washington Wizards,2025-26
DET,Detroit Pistons,2024-11-05,True,115,103,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2024-11-05,False,103,115,Detroit Pistons,2025-26
ATL,Atlanta Hawks,2024-11-05,True,93,123,Boston Celtics,2025-26
BOS,Boston Celtics,2024-11-05,False,123,93,Atlanta Hawks,2025-26
BKN,Brooklyn Nets,2024-11-05,True,106,104,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2024-11-05,False,104,106,Brooklyn Nets,2025-26
MIA,Miami Heat,2024-11-05,True,110,111,Sacramento Kings,2025-26
